"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"14904","14904","Site/Hospital","P26","Nakhon Nayok","นครนายก","2604","Ongkharak","อ.องครักษ์","260409",NULL,NULL,"Z04","รพ.ศูนย์การแพทย์สมเด็จพระเทพฯ","HRH Maha Chakri Sirindhorn","Public","Non-MoPH Public H","ML","Domestic only","Non-PF",NULL,NULL,NULL,NULL,NULL
"14908","14908","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1044","Saphan Sung","อ.สะพานสูง","104401",NULL,NULL,"Z13","รพ.การุญเวช สุขาภิบาล3","Karunvej Sukhaphiban 3","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14916","14916","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500107",NULL,NULL,"Z01","รพ.เชียงใหม่ฮอสพิทอล","Chiang Mai Hospital","Private","Private H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14918","14918","Site/Hospital","P80","Nakhon Si Thammarat","นครศรีธรรมราช","8009","Thung Song","อ.ทุ่งสง","800908",NULL,NULL,"Z11","รพ.ค่ายเทพสตรีศรีสุนทร","Thepsatree Srisoonthon","Public","Non-MoPH Public H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14933","14933","Site/Hospital","P57","Chiang Rai","เชียงราย","5701","Mueang Chiang Rai","อ.เมืองเชียงราย","570102",NULL,NULL,"Z01","รพ.ค่ายเม็งรายมหาราช","Fort Mengraimaharaj","Public","Non-MoPH Public H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14961","14961","Site/Hospital","P76","Phetchaburi","เพชรบุรี","7601","Mueang Phetchaburi","อ.เมืองเพชรบุรี","760112",NULL,NULL,"Z05","รพ.เมืองเพชร","Muang Phet","Private","Private H","M","Domestic only","Non-PF",NULL,NULL,NULL,"13.083188","99.945502"
"14972","14972","Site/Hospital","P65","Phitsanulok","พิษณุโลก","6501","Mueang Phitsanulok","อ.เมืองพิษณุโลก","650120",NULL,NULL,"Z02","รพ.มหาวิทยาลัยนเรศวร","Narasuan University","Public","Non-MoPH Public H","LL","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"15010","15010","Site/Hospital","P96","Narathiwat","นราธิวาส","9613","Cho-Airong","อ.เจาะไอร้อง","961301",NULL,NULL,"Z12","รพ.เจาะไอร้อง","Choairong","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.808543209901","6.22208919146871"
"15012","15012","Site/Hospital","P57","Chiang Rai","เชียงราย","5702","Wiang Chai","อ.เวียงชัย","570202",NULL,NULL,"Z01","รพ.สมเด็จพระญาณสังวร","Somdet Prayannasungworn","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"99.9074920972366","19.8609249932617"
"15049","15049","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1032","Prawet","อ.ประเวศ","103201",NULL,NULL,"Z13","รพ.สิรินธร","Sirindhorn","Public","Non-MoPH Public H","ML","Add-on PEPFAR","PF-1",NULL,"CDC","BMA","102.77262006","16.250183876"
"15078","15078","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3415","Warin Chamrap","อ.วารินชำราบ","341510",NULL,NULL,"Z10","รพ.มหาวิทยาลัยอุบลราชธานี","Ubon Ratchathani University","Public","Non-MoPH Public H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"15096","15096","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1406","Bang Pa-In","อ.บางปะอิน","140606",NULL,NULL,"Z04","รพ.การุญเวช อยุธยา","Karunvej Phra Nakhon Si Ayutthaya","Private","Private H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"14.2117","100.608"
"15140","15140","Site/Hospital","P56","Phayao","พะเยา","5601","Mueang Phayao","อ.เมืองพะเยา","560113",NULL,NULL,"Z01","รพ.ค่ายขุนเจืองธรรมิกราช","Fort Khun Chuang Thanmikarat","Public","Non-MoPH Public H","SM","Domestic only","Non-PF",NULL,NULL,NULL,NULL,NULL
"15147","15147","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1050","Bang Bon","อ.บางบอน","105001",NULL,NULL,"Z13","รพ.บางปะกอก 8 โรงพยาบาล","Bangpakok 8","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"15166","15166","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4001","Mueang Khon Kaen","อ.เมืองขอนแก่น","400101",NULL,NULL,"Z07","ศูนย์แพทย์ชาตะผดุง","Chatapadung","Public","MoPH Public H","S","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"15245","15245","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3401","Mueang Ubon Ratchathani","อ.เมืองอุบลราชธานี","340101",NULL,NULL,"Z10","ศสช.ท่าวังหิน","Tha Wang Hin HC","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"21323","21323","Site/Hospital","P47","Sakon Nakhon","สกลนคร","4718","Phu Phan","อ.ภูพาน","471803",NULL,NULL,"Z08","รพ.พระอาจารย์แบน  ธนากโร","Phra Ajan Baen Thanagro","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"17.0022818193979","103.966184487103"
"21339","21339","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1035","Chom Thong","อ.จอมทอง","103503",NULL,NULL,"Z13","รพ.บางปะกอก 9 อินเตอร์ฯ","Bangpakok 9","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"21356","21356","Site/Hospital","P43","Nong Khai","หนองคาย","4314","Sakhrai","อ.สระใคร","431401",NULL,NULL,"Z08","รพ.สระใคร","Sakhrai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.752763278093","17.6739423396756"
"21486","21486","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1050","Bang Bon","อ.บางบอน","105001",NULL,NULL,"Z13","ศูนย์ฯ 65 รักษาศุข บางบอน","BMA HC 65","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.37854990339838","13.64278939703667"
"21526","21526","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1003","Nong Chok","อ.หนองจอก","100307",NULL,NULL,"Z13","ศูนย์ฯ 44 ลำผักชี หนองจอก","BMA HC 44","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.8472539980581","13.80702889685576"
"21673","21673","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1042","Sai Mai","อ.สายไหม","104201",NULL,NULL,"Z13","รพ.สายไหมโรงพยาบาล","Sai Mai","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"21748","21748","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1038","Lat Phrao","อ.ลาดพร้าว","103801",NULL,NULL,"Z13","ศูนย์ฯ66 ตำหนักพระแม่กวนอิม","BMA HC 66","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.59479677816853","13.810758332368092"
"21755","21755","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1011","Lat Krabang","อ.ลาดกระบัง","101102",NULL,NULL,"Z13","ศูนย์ฯ 45 ร่มเกล้า ลาดกระบัง","BMA HC 45","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.72836303710938","13.760273933410645"
"21771","21771","Site/Hospital","P80","Nakhon Si Thammarat","นครศรีธรรมราช","8001","Mueang Nakhon Si Thammarat","อ.เมืองนครศรีธรรมร","800101",NULL,NULL,"Z11","รพ.เทศบาลนครนครศรีธรรมราช","Nakhonmunicipality","Public","Non-MoPH Public H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"21948","21948","Site/Hospital","P71","Kanchanaburi","กาญจนบุรี","7113","Huai Krachao","อ.ห้วยกระเจา","711301",NULL,NULL,"Z05","รพ.ห้วยกระเจา เฉลิมพระเกียรติฯ","Huai Krajao","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"14.3287451659086","99.6652502674663"
"21984","21984","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3401","Mueang Ubon Ratchathani","อ.เมืองอุบลราชธานี","340112",NULL,NULL,"Z10","รพ.๕๐ พรรษา มหาวชิราลงกรณ","5th Maha Vachira Longkorn","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,"USAID",NULL,"15.299476404","104.90674056"
"22179","22179","Site/Hospital","P12","Nonthaburi","นนทบุรี","1206","Pak Kret","อ.ปากเกร็ด","120604",NULL,NULL,"Z04","รพ.กรุงไทย","Krungthai","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"22302","22302","Site/Hospital","P32","Surin","สุรินทร์","3214","Phanom Dong Rak","อ.พนมดงรัก","321401",NULL,NULL,"Z09","รพ.พนมดงรัก เฉลิมพระเกียรติฯ","Phanomdongrak","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"14.448796406","103.30168009"
"22326","22326","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1104","Phra Pradaeng","อ.พระประแดง","110415",NULL,NULL,"Z06","รพ.วิภาราม-ชัยปราการ","Vibharam Chaiprakarn","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"22455","22455","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1046","Khlong Sam Wa","อ.คลองสามวา","104603",NULL,NULL,"Z13","ศูนย์ฯ 64 คลองสามวา","BMA HC 64","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.7041","13.85932900000002"
"22456","22456","Site/Hospital","P30","Nakhon Ratchasima","นครราชสีมา","3028","Phra Thong Kham","อ.พระทองคำ","302803",NULL,NULL,"Z09","รพ.พระทองคำ เฉลิมพระเกียรติ 80 พรรษา","Phra Thong Kham","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"15.2980909458757","101.984150026297"
"22734","22734","Site/Hospital","P21","Rayong","ระยอง","2107","Khao Chamao","อ.เขาชะเมา","210702",NULL,NULL,"Z06","รพ.เขาชะเมา เฉลิมพระเกียรติฯ","Khaochamao","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"12.9880451867879","101.673183295631"
"22754","22754","Site/Hospital","P12","Nonthaburi","นนทบุรี","1201","Mueang Nonthaburi","อ.เมืองนนทบุรี","120101",NULL,NULL,"Z04","สถานพยาบาลเรือนจำกลางฯ","Central Prison","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"22953","22953","Site/Hospital","P44","Maha Sarakham","มหาสารคาม","4401","Mueang Maha Sarakham","อ.เมืองมหาสารคาม","440101",NULL,NULL,"Z07","รพ.สุทธาเวช ม.มหาสารคาม","Suthavej Maha Sarakham University","Public","Non-MoPH Public H","SM","Domestic only","Non-PF",NULL,NULL,NULL,NULL,NULL
"23125","23125","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3319","Benchalak","อ.เบญจลักษ์","331901",NULL,NULL,"Z10","รพ.เบญจลักษ์เฉลิมพระเกียรติฯ","Bencharalak","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"14.7983864708282","104.667872431609"
"23159","23159","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1044","Saphan Sung","อ.สะพานสูง","104401",NULL,NULL,"Z13","ศูนย์ฯ 68 สะพานสูง","BMA HC 68","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.68695068359375","13.76913833618164"
"23207","23207","Site/Hospital","P20","Chon Buri","ชลบุรี","2001","Mueang Chon Buri","อ.เมืองชลบุรี","200116",NULL,NULL,"Z06","รพ.เอกชล 2","Aikchol 2","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"23220","23220","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1007","Pathum Wan","อ.ปทุมวัน","100703",NULL,NULL,"Z13","คลินิคนิรนาม ศูนย์วิจัยโรคเอดส์","Thai Red Cross","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,"USAID","USAID",NULL,NULL
"23229","23229","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1048","Thawi Watthana","อ.ทวีวัฒนา","104801",NULL,NULL,"Z13","ศูนย์ฯ 67 ทวีวัฒนา","BMA HC 67","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.35439652644777","13.773273487176448"
"23367","23367","Site/Hospital","P39","Nong Bua Lam Phu","หนองบัวลำภู","3906","Na Wang","อ.นาวัง","390601",NULL,NULL,"Z08","รพ.นาวัง เฉลิมพระเกียรติฯ","Nawang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"17.3189841","102.07704793"
"23369","23369","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1007","Pathum Wan","อ.ปทุมวัน","100703",NULL,NULL,"Z13","HIVNAT","HIVNAT","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"23578","23578","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3122","Khaen Dong","อ.แคนดง","312201",NULL,NULL,"Z09","รพ.แคนดงเฉลิมพระเกียรติฯ","Khaendong","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"15.317446255","103.11191932"
"23736","23736","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5025","Galyani Vadhana","อ.กัลยาณิวัฒนา","502501",NULL,NULL,"Z01","รพ.วัดจันทร์ เฉลิมพระเกียรติฯ","Wat Chan 80th Celebrations","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"19.080149419","98.314191546"
"23766","23766","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1007","Pathum Wan","อ.ปทุมวัน","100703",NULL,NULL,"Z13","หน่วยปฏิบัติการฯ จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn Lab Ceneter","Public","Lab Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"23771","23771","Site/Hospital","P96","Narathiwat","นราธิวาส","9604","Yi-Ngo","อ.ยี่งอ","960401",NULL,NULL,"Z12","รพ.ยี่งอเฉลิมพระเกียรติฯ","Yi-ngo","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"6.393042","101.691835"
"23778","23778","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500104",NULL,NULL,"Z01","คลินิคนิรนาม สภากาชาดฯ เชียงใหม่","TRC Clinic Chiangmai","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"23781","23781","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1010","Min Buri","อ.มีนบุรี","101001",NULL,NULL,"Z13","นวมินทร์ 9 โรงพยาบาล","Navamin 9","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"23839","23839","Site/Hospital","P30","Nakhon Ratchasima","นครราชสีมา","3001","Mueang Nakhon Ratchasima","อ.เมืองนครราชสีมา","300117",NULL,NULL,"Z09","รพ.เทพรัตน์นครราชสีมา","Thepparat","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,"CDC",NULL,"14.926763","101.966788"
