"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"13668","13668","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1004","Bang Rak","อ.บางรัก","100405",NULL,NULL,"Z13","ศูนย์ฯ 23 สี่พระยา","BMA HC 23","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5200958251953","13.73076606445673"
"13669","13669","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1030","Chatuchak","อ.จตุจักร","103001",NULL,NULL,"Z13","ศูนย์ฯ 24 บางเขน","BMA HC 24","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.58117599891767","13.849574007716802"
"13670","13670","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1017","Huai Khwang","อ.ห้วยขวาง","101701",NULL,NULL,"Z13","ศูนย์ฯ 25 ห้วยขวาง","BMA HC 25","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.57951399998274","13.776818001736286"
"13671","13671","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1015","Thon Buri","อ.ธนบุรี","101501",NULL,NULL,"Z13","ศูนย์ฯ 26 เจ้าคุณพระประยูรวงศ์","BMA HC 26","Public","Health Center","SS","Add-on PEPFAR","PF-1",NULL,"CDC","BMA","100.4957046508789","13.738265991210938"
"13672","13672","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1015","Thon Buri","อ.ธนบุรี","101503",NULL,NULL,"Z13","ศูนย์ฯ 27 จันทร์ฉิมไพบูลย์","BMA HC 27","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.48139320017071","13.722278311154543"
"13673","13673","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1018","Khlong San","อ.คลองสาน","101803",NULL,NULL,"Z13","ศูนย์ฯ 28 กรุงธนบุรี","BMA HC 28","Public","Health Center","SS","Add-on PEPFAR","PF-1",NULL,"CDC","BMA","100.50062979994851","13.720473713511934"
"13674","13674","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1035","Chom Thong","อ.จอมทอง","103502",NULL,NULL,"Z13","ศูนย์ฯ 29 ช่วง นุชเนตร","BMA HC 29","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.46841623377986","13.705099225238179"
"13675","13675","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1020","Bangkok Noi","อ.บางกอกน้อย","102006",NULL,NULL,"Z13","ศูนย์ฯ 30 วัดเจ้าอาม","BMA HC 30","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.46627998352051","13.775858692398845"
"13676","13676","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1025","Bang Phlat","อ.บางพลัด","102502",NULL,NULL,"Z13","ศูนย์ฯ 31 เอิบ-จิตร ทังสุบุตร","BMA HC 31","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5080310171499","13.79632446081398"
"13677","13677","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1009","Phra Khanong","อ.พระโขนง","100905",NULL,NULL,"Z13","ศูนย์ฯ 32 มาริษ ตินตมุสิก","BMA HC 32","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.6056671142578","13.6845998764038"
"13678","13678","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1016","Bangkok Yai","อ.บางกอกใหญ่","101601",NULL,NULL,"Z13","ศูนย์ฯ 33 วัดหงส์รัตนาราม","BMA HC 33","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.48875787178986","13.739401587583734"
"13679","13679","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1009","Phra Khanong","อ.พระโขนง","100905",NULL,NULL,"Z13","ศูนย์ฯ 34 โพธิ์ศรี","BMA HC 34","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5978653860284","13.69611695410094"
"13680","13680","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1006","Bang Kapi","อ.บางกะปิ","100608",NULL,NULL,"Z13","ศูนย์ฯ 35 หัวหมาก","BMA HC 35","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.6389471888542","13.76045970831413"
"13681","13681","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1015","Thon Buri","อ.ธนบุรี","101504",NULL,NULL,"Z13","ศูนย์ฯ 36 บุคคโล","BMA HC 36","Public","Health Center","SS","Add-on PEPFAR","PF-1",NULL,"CDC","BMA",NULL,NULL
"13682","13682","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1034","Suan Luang","อ.สวนหลวง","103401",NULL,NULL,"Z13","ศูนย์ฯ 37 ประสงค์-สุดสาคร","BMA HC 37","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.63774202833883","13.735838193161692"
"13683","13683","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1002","Dusit","อ.ดุสิต","100206",NULL,NULL,"Z13","ศูนย์ฯ 38 จี๊ด-ทองคำบำเพ็ญ","BMA HC 38","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.51966857910156","13.798612594604492"
"13684","13684","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1024","Rat Burana","อ.ราษฎร์บูรณะ","102401",NULL,NULL,"Z13","ศูนย์ฯ 39 ราษฎร์บูรณะ","BMA HC 39","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.50680468411883","13.680927637733976"
"13685","13685","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1040","Bang Khae","อ.บางแค","104002",NULL,NULL,"Z13","ศูนย์ฯ 40 บางแค","BMA HC 40","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.40046597830951","13.710512146635736"
"13686","13686","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1033","Khlong Toei","อ.คลองเตย","103301",NULL,NULL,"Z13","ศูนย์ฯ 41 คลองเตย","BMA HC 41","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.61037361621857","13.635496510651318"
"13687","13687","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1021","Bang Khun Thian","อ.บางขุนเทียน","102107",NULL,NULL,"Z13","ศูนย์ฯ 42 ถนอม ทองสิมา","BMA HC 42","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.4353304566404","13.66155652025317"
"13688","13688","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1010","Min Buri","อ.มีนบุรี","101001",NULL,NULL,"Z13","ศูนย์ฯ 43 มีนบุรี","BMA HC 43","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.73059868998826","13.813627095391116"
"13689","13689","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1011","Lat Krabang","อ.ลาดกระบัง","101101",NULL,NULL,"Z13","ศูนย์ฯ 46 กันตารัติอุทิศ","BMA HC 46","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.72203397750854","13.723303632428191"
"13690","13690","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1022","Phasi Charoen","อ.ภาษีเจริญ","102208",NULL,NULL,"Z13","ศูนย์ฯ 47 คลองขวาง","BMA HC 47","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.423856386599","13.743292718581"
"13691","13691","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1023","Nong Khaem","อ.หนองแขม","102302",NULL,NULL,"Z13","ศูนย์ฯ 48 นาควัชระ อุทิศ","BMA HC 48","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.3702697167173","13.690463051225414"
"13692","13692","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1019","Taling Chan","อ.ตลิ่งชัน","101902",NULL,NULL,"Z13","ศูนย์ฯ 49 วัดชัยพฤกษมาลา","BMA HC 49","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.46834140084684","13.79493250229759"
"13693","13693","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1027","Bueng Kum","อ.บึงกุ่ม","102701",NULL,NULL,"Z13","ศูนย์ฯ 50 บึงกุ่ม","BMA HC 50","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.6552394382253","13.77288159910777"
"13694","13694","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1014","Phaya Thai","อ.พญาไท","101401",NULL,NULL,"Z13","ศูนย์ฯ 51 วัดไผ่ตัน","BMA HC 51","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.54843336693011","13.795367808926358"
"13695","13695","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1026","Din Daeng","อ.ดินแดง","102601",NULL,NULL,"Z13","ศูนย์ฯ 52 สามเสนนอก","BMA HC 52","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5704301595688","13.77754285404108"
"13696","13696","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1041","Lak Si","อ.หลักสี่","104101",NULL,NULL,"Z13","ศูนย์ฯ 53 ทุ่งสองห้อง","BMA HC 53","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.57973699877039","13.902770996522854"
"13697","13697","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1049","Thung Khru","อ.ทุ่งครุ","104901",NULL,NULL,"Z13","ศูนย์ฯ 54 ทัศน์เอี่ยม","BMA HC 54","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.48863699979847","13.650283013435518"
"13698","13698","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1012","Yan Nawa","อ.ยานนาวา","101203",NULL,NULL,"Z13","ศูนย์ฯ 55 เดชะสัมพันธ์","BMA HC 55","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.54826063336805","13.682482502453476"
"136989","136989","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1012","Yan Nawa","อ.ยานนาวา","101203",NULL,NULL,"Z13","A hospital เพื่อทดสอบ","BMA HC 55","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.54826063336805","13.682482502453476"
"13699","13699","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1027","Bueng Kum","อ.บึงกุ่ม","102701",NULL,NULL,"Z13","ศูนย์ฯ 56 ทับเจริญ","BMA HC 56","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.63683426273718","13.837250167459509"
"13700","13700","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1032","Prawet","อ.ประเวศ","103202",NULL,NULL,"Z13","ศูนย์ฯ 57 บุญเรือง ล้ำเลิศ","BMA HC 57","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.6623654196183","13.67675074609915"
"13701","13701","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1024","Rat Burana","อ.ราษฎร์บูรณะ","102402",NULL,NULL,"Z13","ศูนย์ฯ 58 ล้อม-พิมเสนฟักอุดม","BMA HC 58","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.4958202549477","13.67911161590384"
"13702","13702","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1049","Thung Khru","อ.ทุ่งครุ","104902",NULL,NULL,"Z13","ศูนย์ฯ 59 ทุ่งครุ","BMA HC 59","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5066557376034","13.60723672950967"
"13703","13703","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1036","Don Mueang","อ.ดอนเมือง","103602",NULL,NULL,"Z13","ศูนย์ฯ 60 รสสุคนธ์ มโนชญากร","BMA HC 60","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5807338131126","13.925453192410195"
"13704","13704","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1042","Sai Mai","อ.สายไหม","104203",NULL,NULL,"Z13","ศูนย์ฯ 61 สังวาลย์ ทัสนารมย์","BMA HC 61","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.65934373997152","13.928667616457496"
"13705","13705","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1022","Phasi Charoen","อ.ภาษีเจริญ","102201",NULL,NULL,"Z13","ศูนย์ฯ 62 ตวงรัชฎ์ ศศะนาวิน","BMA HC 62","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.43480661564638","13.694000088041943"
"13747","13747","Site/Hospital","P24","Chachoengsao","ฉะเชิงเทรา","2407","Ratchasan","อ.ราชสาส์น","240703",NULL,NULL,"Z06","รพ.ราชสาส์น","Rachasan","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"101.30420682","13.817585339"
"13754","13754","Site/Hospital","P20","Chon Buri","ชลบุรี","2007","Si Racha","อ.ศรีราชา","200701",NULL,NULL,"Z06","รพ.สมเด็จฯ ณ ศรีราชา","Somdej Sriracha","Public","Non-MoPH Public H","L","Add-on PEPFAR","PF-1",NULL,"USAID",NULL,NULL,NULL
"13756","13756","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1007","Pathum Wan","อ.ปทุมวัน","100702",NULL,NULL,"Z13","รพ.จุฬาลงกรณ์สภากาชาดไทย","King Chulalongkorn Memorial","Public","Non-MoPH Public H","LL","Add-on PEPFAR","PF-2",NULL,NULL,"NEAB","100.5368","13.7323"
"13757","13757","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1037","Ratchathewi","อ.ราชเทวี","103702",NULL,NULL,"Z13","รพ.เวชศาสตร์เขตร้อน","Tropical Medicine","Public","Non-MoPH Public H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"13758","13758","Site/Hospital","P20","Chon Buri","ชลบุรี","2009","Sattahip","อ.สัตหีบ","200903",NULL,NULL,"Z06","รพ.สมเด็จพระนางเจ้าสิริกิติ์","Queen Sirikij","Public","Non-MoPH Public H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"13765","13765","Site/Hospital","P20","Chon Buri","ชลบุรี","2010","Bo Thong","อ.บ่อทอง","201001",NULL,NULL,"Z06","สำนักงานป้องกันควบคุมโรคที่ 6 จังหวัดชลบุรี","DDC 6","Public","Lab Center","SS","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"13766","13766","Site/Hospital","P20","Chon Buri","ชลบุรี","2001","Mueang Chon Buri","อ.เมืองชลบุรี","200104",NULL,NULL,"Z06","รพ.มหาวิทยาลัยบูรพา","Burapha University","Public","Non-MoPH Public H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"13777","13777","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4001","Mueang Khon Kaen","อ.เมืองขอนแก่น","400101",NULL,NULL,"Z07","รพ.ศรีนครินทร์ ม.ขอนแก่น","Srinagarind","Public","Non-MoPH Public H","L","Add-on PEPFAR","PF-1",NULL,"CDC","MOPH","102.8306494","16.46832279"
"13778","13778","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1302","Khlong Luang","อ.คลองหลวง","130201",NULL,NULL,"Z04","รพ.ธรรมศาสตร์เฉลิมพระเกียรติ","Thammasart University","Public","Non-MoPH Public H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"13779","13779","Site/Hospital","P90","Songkhla","สงขลา","9011","Hat Yai","อ.หาดใหญ่","901104",NULL,NULL,"Z12","รพ.สงขลานครินทร์","Songkla University","Public","Non-MoPH Public H","L","Add-on PEPFAR","Non-PF",NULL,"USAID",NULL,NULL,NULL
"13780","13780","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500101",NULL,NULL,"Z01","รพ.มหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","Maharaj Nakorn Chiang Mai","Public","Non-MoPH Public H","LL","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"98.972424","18.78944"
"13781","13781","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1037","Ratchathewi","อ.ราชเทวี","103702",NULL,NULL,"Z13","รพ.รามาธิบดี","Ramathibodi","Public","Non-MoPH Public H","L","Add-on PEPFAR","PF-2",NULL,"CDC","NEAB",NULL,NULL
"13806","13806","Site/Hospital","P95","Yala","ยะลา","9507","Kabang","อ.กาบัง","950701",NULL,NULL,"Z12","รพ.กาบัง","Kabang","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"101.02436181","6.4274579372"
"13814","13814","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1020","Bangkok Noi","อ.บางกอกน้อย","102004",NULL,NULL,"Z13","รพ.ศิริราช","Siriraj","Public","Non-MoPH Public H","LL","Add-on PEPFAR","PF-1",NULL,"CDC","NEAB","100.4858","13.7599"
"13815","13815","Site/Hospital","P12","Nonthaburi","นนทบุรี","1206","Pak Kret","อ.ปากเกร็ด","120602",NULL,NULL,"Z04","ศูนย์การแพทย์ปัญญานันทภิกขุฯ","Panyananthaphikkhu Chonprathan Medical Center","Public","Non-MoPH Public H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"13816","13816","Site/Hospital","P23","Trat","ตราด","2307","Ko Chang","อ.เกาะช้าง","230701",NULL,NULL,"Z06","รพ.เกาะช้าง","Koh Chang","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"102.34759053928","12.1099751570296"
"13817","13817","Site/Hospital","P27","Sa Kaeo","สระแก้ว","2707","Khao Chakan","อ.เขาฉกรรจ์","270701",NULL,NULL,"Z06","รพ.เขาฉกรรจ์","Khao Chakan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.09066165","13.651059025"
"13818","13818","Site/Hospital","P96","Narathiwat","นราธิวาส","9612","Chanae","อ.จะแนะ","961201",NULL,NULL,"Z12","รพ.จะแนะ","Chanae","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.6969131","6.1315028078"
"13819","13819","Site/Hospital","P73","Nakhon Pathom","นครปฐม","7303","Nakhon Chai Si","อ.นครชัยศรี","730321",NULL,NULL,"Z05","รพ.หลวงพ่อเปิ่น","Luangphopern","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.21537625","13.899561894"
"14132","14132","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4021","Sam Sung","อ.ซำสูง","402101",NULL,NULL,"Z07","รพ.ซำสูง","Sum Soung","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"103.07057141","16.530459188"
"14133","14133","Site/Hospital","P42","Loei","เลย","4213","Erawan","อ.เอราวัณ","421302",NULL,NULL,"Z08","รพ.เอราวัณ","Erawan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.941470292476","17.3067948293116"
"14135","14135","Site/Hospital","P62","Kamphaeng Phet","กำแพงเพชร","6210","Bueng Samakkhi","อ.บึงสามัคคี","621003",NULL,NULL,"Z03","รพ.บึงสามัคคี","Bueng Samakkhi","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.960898168","16.18107408"
"14136","14136","Site/Hospital","P71","Kanchanaburi","กาญจนบุรี","7104","Si Sawat","อ.ศรีสวัสดิ์","710402",NULL,NULL,"Z05","รพ.ศุกร์ศิริศรีสวัสดิ์","Suksiri Si Sawat","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"99.1138983733355","14.595246577608"
"14138","14138","Site/Hospital","P84","Surat Thani","สุราษฎร์ธานี","8417","Phunphin","อ.พุนพิน","841706",NULL,NULL,"Z11","รพ.ท่าโรงช้าง","Tharongchang","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.1725458265492","9.05661242957183"
"14139","14139","Site/Hospital","P92","Trang","ตรัง","9209","Ratsada","อ.รัษฎา","920901",NULL,NULL,"Z12","รพ.รัษฎา","Ratsada","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.627457822","7.9683645658"
"14173","14173","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1007","Pathum Wan","อ.ปทุมวัน","100703",NULL,NULL,"Z13","รพ.ตำรวจ","Police","Public","Non-MoPH Public H","L","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5391320755007","13.74414059382824"
"14194","14194","Site/Hospital","P90","Songkhla","สงขลา","9001","Mueang Songkhla","อ.เมืองสงขลา","900103",NULL,NULL,"Z12","รพ.ธัญญารักษ์สงขลา","Thanyarak Songkhla","Public","MoPH Public H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.65992753952742","7.1095015879216925"
"14195","14195","Site/Hospital","P94","Pattani","ปัตตานี","9401","Mueang Pattani","อ.เมืองปัตตานี","940110",NULL,NULL,"Z12","รพ.ธัญญารักษ์ปัตตานี","Thanyarak Pattani","Public","MoPH Public H","M","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14354","14354","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1302","Khlong Luang","อ.คลองหลวง","130201",NULL,NULL,"Z04","รพ.ภัทร-ธนบุรีโรงพยาบาล","Phatara Thonburi","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14465","14465","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500105",NULL,NULL,"Z01","รพ.เทศบาลนครเชียงใหม่","Municipal PHC Chiangmai","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14550","14550","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500110",NULL,NULL,"Z01","รพ.เชียงใหม่ใกล้หมอ","Chiangmai Klaimor","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14551","14551","Site/Hospital","P50","Chiang Mai","เชียงใหม่","5001","Mueang Chiang Mai","อ.เมืองเชียงใหม่","500110",NULL,NULL,"Z01","รพ.ผู้สูงอายุแมคเคน","McKean Rehabilitation","Private","Private H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14555","14555","Site/Hospital","P51","Lamphun","ลำพูน","5101","Mueang Lamphun","อ.เมืองลำพูน","510111",NULL,NULL,"Z01","รพ.ศิริเวชลำพูน","Sirivej Lamphun","Private","Private H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"18.5616613999677","99.0377926855575"
"14558","14558","Site/Hospital","P43","Nong Khai","หนองคาย","4305","Phon Phisai","อ.โพนพิสัย","430501",NULL,NULL,"Z08","รพ.พิสัยเวช","Phisaivej","Private","Private H","SM","Domestic only","Non-PF",NULL,NULL,NULL,NULL,NULL
"14572","14572","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1042","Sai Mai","อ.สายไหม","104201",NULL,NULL,"Z13","รพ.บี.แคร์.เมดิคอลเซ็นเตอร์","B.Care Medical Center","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14577","14577","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1034","Suan Luang","อ.สวนหลวง","103401",NULL,NULL,"Z13","รพ.วิภาราม","Vibharam","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14590","14590","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1102","Bang Bo","อ.บางบ่อ","110201",NULL,NULL,"Z06","รพ.รวมชัยประชารักษ์","Ruamchai Pracharug","Private","Private H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14591","14591","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1101","Mueang Samut Prakan","อ.เมืองสมุทรปราการ","110102",NULL,NULL,"Z06","รพ.สำโรงการแพทย์","Samrong","Private","Private H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14607","14607","Site/Hospital","P21","Rayong","ระยอง","2101","Mueang Rayong","อ.เมืองระยอง","210101",NULL,NULL,"Z06","รพ.มงกุฎระยอง","Mongkut Rayong","Private","Private H","M","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14632","14632","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3401","Mueang Ubon Ratchathani","อ.เมืองอุบลราชธานี","340101",NULL,NULL,"Z10","สคร 10 จังหวัดอุบลราชธานี","ODPC 10 UB","Public","Lab Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14633","14633","Site/Hospital","P65","Phitsanulok","พิษณุโลก","6501","Mueang Phitsanulok","อ.เมืองพิษณุโลก","650111",NULL,NULL,"Z02","สคร 2 จังหวัดพิษณุโลก","DDC 2","Public","Lab Center","SS","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14639","14639","Site/Hospital","P60","Nakhon Sawan","นครสวรรค์","6001","Mueang Nakhon Sawan","อ.เมืองนครสวรรค์","600101",NULL,NULL,"Z03","สำนักงานป้องกันควบคุมโรคที่ 3 จังหวัดนครสวรรค์","DDC 3","Public","Lab Center","SS","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14641","14641","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1040","Bang Khae","อ.บางแค","104003",NULL,NULL,"Z13","รพ.ราชพิพัฒน์","Ratchaphiphat","Public","Non-MoPH Public H","M","Add-on PEPFAR","PF-1",NULL,"CDC","BMA","100.36659300327301","13.730477010373965"
"14663","14663","Site/Hospital","P95","Yala","ยะลา","9501","Mueang Yala","อ.เมืองยะลา","950101",NULL,NULL,"Z12","รพ.ส่งเสริมสุขภาพ ศอ.12","Health Promotion Yala","Public","MoPH Public H","M","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
"14690","14690","Site/Hospital","P30","Nakhon Ratchasima","นครราชสีมา","3001","Mueang Nakhon Ratchasima","อ.เมืองนครราชสีมา","300117",NULL,NULL,"Z09","ศูนย์แพทย์ชุมชนเมือง7 โคกกรวด","Kok Kroad HC 7","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,NULL,NULL
"14818","14818","Site/Hospital","P10","Bangkok","กรุงเทพมหานคร","1028","Sathon","อ.สาทร","102801",NULL,NULL,"Z13","ศูนย์ฯ 63 สมาคมแต้จิ๋วแห่งประเทศไทย","BMA HC 63","Public","Health Center","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.52471060073003","13.712271992385586"
"14901","14901","Site/Hospital","P84","Surat Thani","สุราษฎร์ธานี","8401","Mueang Surat Thani","อ.เมืองสุราษฎร์ธาน","840102",NULL,NULL,"Z11","รพ.ค่ายวิภาวดีรังสิต","Fort Wiphavadirangsit","Public","Non-MoPH Public H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,NULL,NULL
